Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange
INSM,"Insmed, Inc.",17.13,672589527.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm,nasdaq
IIIN,"Insteel Industries, Inc.",19.22,350019148.7,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin,nasdaq
PODD,Insulet Corporation,47.17,2597262464,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd,nasdaq
INSY,"Insys Therapeutics, Inc.",61.19,1362915098,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy,nasdaq
IART,Integra LifeSciences Holdings Corporation,45.2,1465077363,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart,nasdaq
IDTI,"Integrated Device Technology, Inc.",11.94,1790195722,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti,nasdaq
IESC,"Integrated Electrical Services, Inc.",6.25,111989087.5,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc,nasdaq
ISSI,"Integrated Silicon Solution, Inc.",14.58,434753015.6,n/a,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/issi,nasdaq
INTC,Intel Corporation,25.62,1.27383E+11,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc,nasdaq
IQNT,"Inteliquent, Inc.",13.96,450400121.2,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt,nasdaq
IPCI,Intellipharmaceutics International Inc.,4.25,96983771.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci,nasdaq
IPAR,"Inter Parfums, Inc.",36.42,1126268870,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar,nasdaq
IBKR,"Interactive Brokers Group, Inc.",21.21,1159427576,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr,nasdaq
ININ,"Interactive Intelligence Group, Inc.",71.25,1478032586,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin,nasdaq
ICPT,"Intercept Pharmaceuticals, Inc.",317.58,6199052670,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt,nasdaq
ICLD,"InterCloud Systems, Inc",8.09,51832743.26,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icld,nasdaq
ICLDW,"InterCloud Systems, Inc",5.11,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icldw,nasdaq
IDCC,"InterDigital, Inc.",32.52,1315520926,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc,nasdaq
TILE,"Interface, Inc.",19.59,1303866401,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile,nasdaq
IMI,"Intermolecular, Inc.",2.95,138069817.6,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi,nasdaq
IMCB,Intermountain Community Bancorp,16.9,110541243.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/imcb,nasdaq
ITMN,"InterMune, Inc.",32,3146943040,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itmn,nasdaq
INAP,Internap Network Services Corporation,7.07,382493589.2,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap,nasdaq
IBOC,International Bancshares Corporation,24.35,1636521155,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc,nasdaq
ISCA,International Speedway Corporation,33.02,876161595.4,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca,nasdaq
IGLD,Internet Gold Golden Lines Ltd.,9.93,190687637,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld,nasdaq
IIJI,"Internet Initiative Japan, Inc.",11.56,28492972.4,2464790,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji,nasdaq
PTNT,Internet Patents Corporation,3.3,25581441.6,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ptnt,nasdaq
INPH,Interphase Corporation,5.3899,37789375.83,n/a,1984,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/inph,nasdaq
INTX,"Intersections, Inc.",5.9,107565525.5,n/a,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx,nasdaq
ISIL,Intersil Corporation,12.6,1610219495,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil,nasdaq
IILG,"Interval Leisure Group, Inc.",25.965,1491376372,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg,nasdaq
IBCA,Intervest Bancshares Corp.,7.4,162891686,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibca,nasdaq
IVAC,"Intevac, Inc.",8.83,211206059.2,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac,nasdaq
INTL,INTL FCStone Inc.,18.54,353599960,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl,nasdaq
INTLL,INTL FCStone Inc.,26.9,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll,nasdaq
ITCI,Intra-Cellular Therapies Inc.,18.59,543250848.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci,nasdaq
IIN,IntriCon Corporation,4.55,26059683.65,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin,nasdaq
INTU,Intuit Inc.,77.77,22033315548,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu,nasdaq
ISRG,"Intuitive Surgical, Inc.",434.99,16675392109,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg,nasdaq
SNAK,"Inventure Foods, Inc.",14.08,273313821.4,n/a,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak,nasdaq
ISBC,"Investors Bancorp, Inc.",27.63,3857265759,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/isbc,nasdaq
ITIC,Investors Title Company,74.28,151332946.7,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic,nasdaq
IPAS,iPass Inc.,1.66,106890218.7,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas,nasdaq
IPCM,"IPC The Hospitalist Company, Inc.",48.93,834851537.7,n/a,2008,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ipcm,nasdaq
IPGP,IPG Photonics Corporation,69.04,3586971681,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp,nasdaq
IRIX,IRIDEX Corporation,8.58,84123313.56,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix,nasdaq
IRDM,Iridium Communications Inc,7.24,555234253.4,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm,nasdaq
IRDMZ,Iridium Communications Inc,0.62,0,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmz,nasdaq
IRBT,iRobot Corporation,40.94,1188118143,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt,nasdaq
IRWD,"Ironwood Pharmaceuticals, Inc.",11.97,1618727040,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd,nasdaq
GNMA,iShares Barclays GNMA Bond Fund,48.878,34214600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma,nasdaq
FCHI,iShares FTSE China (HK Listed) Index Fund,45.156,27093600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fchi,nasdaq
IFSM,iShares FTSE Developed Small Cap ex-North America Index Fund,46.2102,46210200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifsm,nasdaq
IFAS,iShares FTSE EPRA/NAREIT Asia Index Fund,30.18,27162000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifas,nasdaq
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,35.81,35810000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu,nasdaq
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.83,703988000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl,nasdaq
IFNA,iShares FTSE EPRA/NAREIT North America Index Fund,50.24,27632000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifna,nasdaq
SOXX,iShares Goldman Sachs Semiconductor Index Fund,78.41,368527000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx,nasdaq
ACWX,iShares MSCI ACWI ex US Index Fund,46.28,1582776000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx,nasdaq
ACWI,iShares MSCI ACWI Index Fund,57.72,5564208000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi,nasdaq
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,58.89,2320266000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj,nasdaq
AXJS,iShares MSCI All Country Asia ex Japan Small Cap Index Fund,57.1,5710000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axjs,nasdaq
AAIT,iShares MSCI All Country Asia Information Technology Index Fun,31.85,6370000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aait,nasdaq
EEMA,iShares MSCI Emerging Markets Asia Index Fund,56.09,36458500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema,nasdaq
EMDI,iShares MSCI Emerging Markets Consumer Discrectionary Sector I,55.12,5512000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emdi,nasdaq
EEME,iShares MSCI Emerging Markets EMEA Index Fund,50.1599,10031980,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeme,nasdaq
EMEY,iShares MSCI Emerging Markets Energy Sector Capped Index Fund,35.22,1761000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emey,nasdaq
EMFN,iShares MSCI Emerging Markets Financials Sector Index Fund,24.19,6047500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emfn,nasdaq
EGRW,iShares MSCI Emerging Markets Growth Index Fund,53.1501,5315010,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egrw,nasdaq
EEML,iShares MSCI Emerging Markets Latin America Index Fund,42.4,12720000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml,nasdaq
EMMT,iShares MSCI Emerging Markets Materials Sector Index Fund,15.84,7128000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emmt,nasdaq
EVAL,iShares MSCI Emerging Markets Value Index Fund,45.372,15880200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eval,nasdaq
EUFN,iShares MSCI Europe Financials Sector Index Fund,25.11,485878500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn,nasdaq
FEFN,iShares MSCI Far East Financials Sector Index Fund,27.1606,5432120,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fefn,nasdaq
IBB,iShares NASDAQ Biotechnology Index Fund,229.38,4725228000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb,nasdaq
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,33.43,108647500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif,nasdaq
ICLN,iShares S&P Global Clean Energy Index Fund,11.17,55850000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln,nasdaq
NUCL,iShares S&P Global Nuclear Index Fund,36.93,8863200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nucl,nasdaq
WOOD,iShares S&P Global Timber &Forestry Index Fund,51.18,325504800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood,nasdaq
INDY,iShares S&P India Nifty 50 Index Fund,25.77,493495500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy,nasdaq
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,95.6619,176974515,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg,nasdaq
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,102.93,560968500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov,nasdaq
ISIS,"Isis Pharmaceuticals, Inc.",39.7,4655627933,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/isis,nasdaq
ISLE,"Isle of Capri Casinos, Inc.",7.56,301108578.1,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle,nasdaq
ISRL,"Isramco, Inc.",130.63,355011975.3,n/a,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl,nasdaq
ITRI,"Itron, Inc.",34.64,1362190392,n/a,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri,nasdaq
ITRN,Ituran Location and Control Ltd.,25.11,589468072.4,n/a,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn,nasdaq
IVAN,"Ivanhoe Energy, Inc.",0.4957,56918382.21,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ivan,nasdaq
XXIA,Ixia,12.01,911889635.3,n/a,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia,nasdaq
IXYS,IXYS Corporation,11.29,353073299,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys,nasdaq
JJSF,J & J Snack Foods Corp.,94.64,1768882737,n/a,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf,nasdaq
MAYS,"J. W. Mays, Inc.",51.5,103812670,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays,nasdaq
JBHT,"J.B. Hunt Transport Services, Inc.",69.97,8203810654,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht,nasdaq
JCOM,"j2 Global, Inc.",49.17,2326074471,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom,nasdaq
JASO,"JA Solar Holdings, Co., Ltd.",10.07,346082728.9,34367699,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso,nasdaq
JKHY,"Jack Henry & Associates, Inc.",55.05,4713485815,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy,nasdaq
JACK,Jack In The Box Inc.,57.96,2428308737,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack,nasdaq
JXSB,Jacksonville Bancorp Inc.,21,38196396,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb,nasdaq
JAXB,"Jacksonville Bancorp, Inc.",10.56,61196203.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jaxb,nasdaq
JAKK,"JAKKS Pacific, Inc.",7.08,164805146,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk,nasdaq
JMBA,"Jamba, Inc.",11.96,205178942.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba,nasdaq
JRCC,James River Coal Company,0.7539,27186289.14,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/jrcc,nasdaq
JAZZ,Jazz Pharmaceuticals plc,133.46,7749803326,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz,nasdaq
JDSU,JDS Uniphase Corporation,13.56,3166193461,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/jdsu,nasdaq
JFBI,"Jefferson Bancshares, Inc.",7.79,51377394.79,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jfbi,nasdaq
JBLU,JetBlue Airways Corporation,8.42,2489224387,n/a,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu,nasdaq
JTPY,JetPay Corporation,2.42,27900407.48,n/a,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy,nasdaq
JCTCF,Jewett-Cameron Trading Company,9.8401,30848083.73,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf,nasdaq
DATE,Jiayuan.com International Ltd.,6.63,86225483.76,13005352,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/date,nasdaq
JST,Jinpan International Limited,7.69,126234856.6,n/a,1998,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/jst,nasdaq
JIVE,"Jive Software, Inc.",7.85,551593108.3,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive,nasdaq
JOEZ,Joe&#39;s Jeans Inc.,1.17,80654485.86,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/joez,nasdaq
JBSS,"John B. Sanfilippo & Son, Inc.",22.51,248288248.8,n/a,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss,nasdaq
JOUT,Johnson Outdoors Inc.,25.03,249363102.1,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout,nasdaq
JOSB,"Jos. A. Bank Clothiers, Inc.",64.27,1798813954,n/a,1994,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/josb,nasdaq
TAX,JTH Holding Inc. D/B/A Liberty Tax Service,27.51,359160326.3,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tax,nasdaq
KALU,Kaiser Aluminum Corporation,71.25,1283525573,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu,nasdaq
KBIO,"KaloBios Pharmaceuticals, Inc.",2.7,89049769.2,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kbio,nasdaq
KMDA,Kamada Ltd.,14.56,523581414.7,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda,nasdaq
KNDI,"Kandi Technologies Group, Inc.",16.14,647299880.9,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi,nasdaq
KCLI,Kansas City Life Insurance Company,48.41,530976952.1,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/kcli,nasdaq
KPTI,Karyopharm Therapeutics Inc.,30.96,921175357,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti,nasdaq
KCAP,"KCAP Financial, Inc.",8.42,280727910.9,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap,nasdaq
KRNY,Kearny Financial,14.65,968825889,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny,nasdaq
KIPO,"Keating Capital, Inc.",6.09,58152813.18,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/kipo,nasdaq
KELYA,"Kelly Services, Inc.",23.23,789163984.8,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya,nasdaq
KELYB,"Kelly Services, Inc.",23.77,82034096.97,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb,nasdaq
KFFB,Kentucky First Federal Bancorp,8.53,72754007.76,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb,nasdaq
KERX,"Keryx Biopharmaceuticals, Inc.",16.61,1510048702,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx,nasdaq
GMCR,"Keurig Green Mountain, Inc.",108.15,16102555594,n/a,1993,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gmcr,nasdaq
KEQU,Kewaunee Scientific Corporation,16.33,42728310.49,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ,nasdaq
KTEC,"Key Technology, Inc.",13.2,83034058.8,n/a,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec,nasdaq
KTCC,Key Tronic Corporation,10.18,107227538.3,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc,nasdaq
KFRC,"Kforce, Inc.",20.78,706189868.1,n/a,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc,nasdaq
KBALB,"Kimball International, Inc.",17.99,691433902.5,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/kbalb,nasdaq
KIN,"Kindred Biosciences, Inc.",18.91,306854839.2,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin,nasdaq
KGJI,Kingold Jewelry Inc.,1.61,104378135.4,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji,nasdaq
KINS,"Kingstone Companies, Inc",7.12,51738149.28,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins,nasdaq
KONE,Kingtone Wirelessinfo Solution Holding Ltd,6.899,4928473.125,714375,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone,nasdaq
KIOR,"KiOR, Inc.",0.41,45282508.22,n/a,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kior,nasdaq
KIPS,"Kips Bay Medical, Inc.",0.7,23109855.3,n/a,2011,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/kips,nasdaq
KIRK,"Kirkland&#39;s, Inc.",18.69,323275491.2,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk,nasdaq
KLAC,KLA-Tencor Corporation,68.75,11452184081,n/a,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac,nasdaq
VLCCF,Knightsbridge Tankers Limited,13.65,416619157.5,n/a,1997,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/vlccf,nasdaq
KFX,Kofax Limited,8.42,775174670,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/kfx,nasdaq
KONA,"Kona Grill, Inc.",19.98,171709638.5,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona,nasdaq
KONG,KongZhong Corporation,10.97,297420603.6,27112179,2004,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kong,nasdaq
KOPN,Kopin Corporation,3.74,246056122.2,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn,nasdaq
KOSS,Koss Corporation,5,36913530,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss,nasdaq
KRFT,"Kraft Foods Group, Inc.",55.7,33209914695,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/krft,nasdaq
KWEB,KraneShares CSI China Internet ETF,35.08,3508140.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb,nasdaq
KTOS,"Kratos Defense & Security Solutions, Inc.",7.44,427176952.1,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos,nasdaq
KUTV,"Ku6 Media Co., Ltd.",2.07,32824445.4,15857220,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/kutv,nasdaq
KLIC,"Kulicke and Soffa Industries, Inc.",12.31,940475432.2,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic,nasdaq
KVHI,"KVH Industries, Inc.",13.05,207850469,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi,nasdaq
KYTH,"Kythera Biopharmaceuticals, Inc.",37.26,814661284.3,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kyth,nasdaq
LLEN,"L&L Energy, Inc.",1.68,73030784.4,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/llen,nasdaq
FSTR,L.B. Foster Company,45.9,473252317.2,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr,nasdaq
LJPC,La Jolla Pharmaceutical Company,10.599,47523160.26,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc,nasdaq
LSBK,"Lake Shore Bancorp, Inc.",12.25,72454315.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk,nasdaq
LBAI,"Lakeland Bancorp, Inc.",11.26,403476866.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai,nasdaq
LKFN,Lakeland Financial Corporation,39.36,650674605.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn,nasdaq
LAKE,"Lakeland Industries, Inc.",6.31,33791854.66,n/a,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake,nasdaq
LACO,"Lakes Entertainment, Inc.",4.94,132038305.9,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/laco,nasdaq
LRCX,Lam Research Corporation,54.49,8844410523,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx,nasdaq
LAMR,Lamar Advertising Company,51.65,4898305070,n/a,1996,Technology,Advertising,http://www.nasdaq.com/symbol/lamr,nasdaq
LANC,Lancaster Colony Corporation,97.64,2664693240,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc,nasdaq
LNDC,Landec Corporation,11,293274773,n/a,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc,nasdaq
LARK,Landmark Bancorp Inc.,19.61,61874707.43,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark,nasdaq
LEDMV,"Lands&#39; End, Inc.",29.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ledmv,nasdaq
LSTR,"Landstar System, Inc.",58.18,2647140314,n/a,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr,nasdaq
LTRX,"Lantronix, Inc.",2.05,30057616.6,n/a,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx,nasdaq
LPSB,"LaPorte Bancorp, Inc.",11,64331795,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lpsb,nasdaq
LSCC,Lattice Semiconductor Corporation,7.55,884167212,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc,nasdaq
LAWS,"Lawson Products, Inc.",15.98,138368982.3,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws,nasdaq
LAYN,Layne Christensen Company,17.67,351409757.2,n/a,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn,nasdaq
LCAV,LCA-Vision Inc.,5.34,103290973.9,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lcav,nasdaq
LCNB,LCNB Corporation,17.48,162353680.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb,nasdaq
LDRH,LDR Holding Corporation,32.71,787597627.6,n/a,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ldrh,nasdaq
